0_RfR 0,0_RfR 1,1_RfR 0,1_RfR 1,2_RfR 0,2_RfR 1,3_RfR 0,3_RfR 1,4_RfR 0,4_RfR 1,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.4_Total Costs,A.4_Dike Investment Costs,A.4_Expected Annual Damage,A.4_Expected Number of Deaths,A.5_Total Costs,A.5_Dike Investment Costs,A.5_Expected Annual Damage,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs,Overijssel_Deaths,Overijssel_Damages,Overijssel_Investment,Overijssel_RfR_num
0,0,0,0,0,1,0,1,0,0,2,5,0,3,4,4,5,1,0,3,0,6320800.309666242,6320800.309666242,0.0,0.0,381780543.3618749,30351526.042379983,351429017.31949496,0.0585398919977836,151900000.0,25144.155932779177,0.0585398919977836,351429017.31949496,36672326.35204622,0
0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,2,4,0,0,0,0,658355.1862739522,0.0,658355.1862739522,5.627051996524209e-05,523137647.4215745,0.0,523137647.4215745,0.0872739383478275,0.0,38372.759418994654,0.08733020886779275,523796002.6078484,0.0,0
0,0,0,0,0,0,1,1,0,0,2,5,4,0,3,2,4,0,0,2,0,0.0,0.0,0.0,0.0,301495316.6337777,27578229.96765524,273917086.66612244,0.0434997644152224,242400000.0,22669.711200232618,0.0434997644152224,273917086.66612244,27578229.96765524,1
0,0,0,0,1,1,0,0,0,0,1,5,5,2,2,1,1,1,0,4,0,6320800.309666242,6320800.309666242,0.0,0.0,552081531.854833,33377116.55719709,518704415.2976359,0.2092233004877194,61400000.0,22148.900759192748,0.2092233004877194,518704415.2976359,39697916.86686333,0
0,0,0,0,0,0,0,0,0,0,2,4,4,1,3,3,2,0,1,5,0,6320800.309666242,6320800.309666242,0.0,0.0,454625869.5478604,36676675.840294495,417949193.7075659,0.0707209233143546,0.0,30040.31314178055,0.0707209233143546,417949193.7075659,42997476.14996074,0
0,0,0,0,1,1,0,0,0,0,2,5,2,1,1,2,0,0,1,5,0,6320800.309666242,6320800.309666242,0.0,0.0,458299108.6453165,36676675.840294495,421622432.805022,0.0717765109849827,61400000.0,29795.855026888603,0.0717765109849827,421622432.805022,42997476.14996074,0
0,0,0,0,0,0,1,0,0,0,1,5,0,3,1,4,4,0,0,0,0,571387.3210404394,0.0,571387.3210404394,0.0001190833615168,437849145.9772644,0.0,437849145.9772644,0.1715051434000368,121200000.0,19513.024842999446,0.17162422676155362,438420533.29830486,0.0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,4,1,0,0,0,0,1063317.1205287334,0.0,1063317.1205287334,0.0002700984958331,529429188.0283487,0.0,529429188.0283487,0.2132388138693019,0.0,22885.502501870527,0.213508912365135,530492505.14887744,0.0,0
0,0,0,0,1,0,1,1,0,0,2,1,2,0,2,0,1,0,0,2,0,0.0,0.0,0.0,0.0,301968249.910605,27578229.96765524,274390019.9429498,0.043715830596778,273100000.0,21935.96609729828,0.043715830596778,274390019.9429498,27578229.96765524,1
0,0,0,0,1,1,0,0,0,0,2,2,2,2,4,1,1,0,0,0,0,2087771.2827795984,0.0,2087771.2827795984,0.0002037360430541,530506160.0770108,0.0,530506160.0770108,0.0890187438693759,61400000.0,37839.724315822285,0.08922247991243,532593931.3597904,0.0,0
0,0,0,0,1,1,0,0,0,0,2,2,5,1,2,5,1,1,0,5,0,6320800.309666242,6320800.309666242,0.0,0.0,459717023.1993611,36676675.840294495,423040347.3590666,0.071995328844024,61400000.0,29700.97470646115,0.071995328844024,423040347.3590666,42997476.14996074,0
0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,2,2,0,0,5,0,0.0,0.0,0.0,0.0,266852145.63184172,36676675.840294495,230175469.79154727,0.0934645177485944,182600000.0,10182.1335451224,0.0934645177485944,230175469.79154727,36676675.840294495,1
0,0,0,0,0,0,0,1,0,0,1,5,1,5,4,5,0,1,0,0,0,6320800.309666242,6320800.309666242,0.0,0.0,439255857.4035049,0.0,439255857.4035049,0.1722566553654024,121200000.0,19383.390499153506,0.1722566553654024,439255857.4035049,6320800.309666242,0
0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,5,4,1,0,0,0,6320800.309666242,6320800.309666242,0.0,0.0,529429188.0283487,0.0,529429188.0283487,0.2132388138693019,0.0,22841.193104556845,0.2132388138693019,529429188.0283487,6320800.309666242,0
0,0,0,0,1,1,0,0,0,0,2,1,1,3,2,2,3,1,0,0,0,6320800.309666242,6320800.309666242,0.0,0.0,532213948.5355133,0.0,532213948.5355133,0.0893665165980741,61400000.0,37657.65016749343,0.0893665165980741,532213948.5355133,6320800.309666242,0
0,0,0,0,0,0,0,1,0,0,1,4,3,1,1,0,2,0,0,3,0,0.0,0.0,0.0,0.0,373972461.2130343,30351526.042379983,343620935.1706543,0.1365794362050283,121200000.0,15835.878145588073,0.1365794362050283,343620935.1706543,30351526.042379983,0
0,0,0,0,1,0,0,0,0,0,2,1,2,3,0,4,4,1,0,0,0,6320800.309666242,6320800.309666242,0.0,0.0,531801825.2678083,0.0,531801825.2678083,0.089302916199275,30700000.0,37727.517914314114,0.089302916199275,531801825.2678083,6320800.309666242,0
0,0,0,0,1,0,1,1,0,0,1,3,1,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,366262981.082276,0.0,366262981.082276,0.1390886702536133,273100000.0,17146.719632790486,0.1390886702536133,366262981.082276,0.0,1
0,0,0,0,1,1,1,1,0,0,1,5,0,2,5,1,2,0,0,2,0,0.0,0.0,0.0,0.0,308361725.4622593,27578229.96765524,280783495.4946041,0.1084007011141169,303800000.0,12686.706701397168,0.1084007011141169,280783495.4946041,27578229.96765524,1
0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,2,0,0,1,0,0,6320800.309666242,6320800.309666242,0.0,0.0,523137647.4215745,0.0,523137647.4215745,0.2094574520347861,0.0,23091.789798431702,0.2094574520347861,523137647.4215745,6320800.309666242,0
0,0,0,0,0,0,0,1,0,0,2,1,4,2,1,5,1,0,0,3,0,0.0,0.0,0.0,0.0,378367359.5804047,30351526.042379983,348015833.5380247,0.0578399173900109,121200000.0,25464.97072904522,0.0578399173900109,348015833.5380247,30351526.042379983,0
0,0,0,0,0,0,1,1,0,0,1,5,1,1,2,4,3,0,0,0,0,0.0,0.0,0.0,0.0,365089526.7951307,0.0,365089526.7951307,0.1381526289229188,242400000.0,17527.61684482125,0.1381526289229188,365089526.7951307,0.0,1
0,0,0,0,0,0,1,0,0,0,2,2,4,1,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,432909692.8267192,0.0,432909692.8267192,0.0703427282574621,121200000.0,33232.88863650944,0.0703427282574621,432909692.8267192,0.0,1
0,0,0,0,1,1,0,0,0,0,2,2,0,1,1,4,5,0,0,0,0,658355.1862739522,0.0,658355.1862739522,5.627051996524209e-05,528279910.2012301,0.0,528279910.2012301,0.0885562312286553,61400000.0,38032.89323712958,0.08861250174862055,528938265.38750404,0.0,0
0,0,0,0,1,1,0,0,0,0,1,5,3,1,1,2,0,0,0,5,0,658355.1862739522,0.0,658355.1862739522,0.0001350492479165,458299108.6453165,36676675.840294495,421622432.805022,0.1722636263639586,61400000.0,17969.77560897092,0.17239867561187508,422280787.99129593,36676675.840294495,0
0,0,0,0,1,1,0,0,0,0,1,4,5,1,0,2,3,0,0,0,0,0.0,0.0,0.0,0.0,526277306.59744185,0.0,526277306.59744185,0.2117932367426832,61400000.0,22935.529615319443,0.2117932367426832,526277306.59744185,0.0,0
0,0,0,0,1,1,0,0,0,0,2,3,2,3,3,1,3,0,0,4,0,2713384.6118496256,0.0,2713384.6118496256,0.0002939061402875,551857601.5829582,33377116.55719709,518480485.0257611,0.0872008837217429,61400000.0,36796.88917952645,0.0874947898620304,521193869.63761073,33377116.55719709,0
0,0,0,0,1,1,0,0,0,0,1,2,3,2,2,0,1,1,0,5,0,6320800.309666242,6320800.309666242,0.0,0.0,461360971.24166167,36676675.840294495,424684295.4013672,0.1736831483888648,61400000.0,17800.89828238874,0.1736831483888648,424684295.4013672,42997476.14996074,0
0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,5,5,1,0,0,0,6320800.309666242,6320800.309666242,0.0,0.0,528137116.3715047,0.0,528137116.3715047,0.2124608192297899,0.0,22888.75042657783,0.2124608192297899,528137116.3715047,6320800.309666242,0
0,0,0,0,1,1,0,1,0,0,1,4,1,1,1,4,1,0,0,5,0,0.0,0.0,0.0,0.0,268534095.1148191,36676675.840294495,231857419.2745246,0.0940870862854877,182600000.0,10086.84116476734,0.0940870862854877,231857419.2745246,36676675.840294495,0
0,0,0,0,1,1,0,1,0,0,1,4,1,2,0,3,2,0,0,5,0,0.0,0.0,0.0,0.0,269568681.8092754,36676675.840294495,232892005.96898088,0.0947096548223811,182600000.0,9991.54878441228,0.0947096548223811,232892005.96898088,36676675.840294495,0
0,0,0,0,1,0,1,1,0,0,1,5,0,1,2,1,4,0,0,5,0,0.0,0.0,0.0,0.0,159015190.28378272,36676675.840294495,122338514.4434882,0.0490284408133992,273100000.0,5600.55757141245,0.0490284408133992,122338514.4434882,36676675.840294495,1
0,0,0,0,0,1,1,1,0,0,1,3,1,2,0,2,5,0,0,4,0,0.0,0.0,0.0,0.0,224457752.07154548,33377116.55719709,191080635.5143484,0.075708090244079,273100000.0,8609.882496316244,0.075708090244079,191080635.5143484,33377116.55719709,1
0,0,0,0,1,1,0,1,0,0,1,1,4,0,2,5,4,0,0,0,0,0.0,0.0,0.0,0.0,433316720.9940822,0.0,433316720.9940822,0.1690550579273729,182600000.0,19930.827601834368,0.1690550579273729,433316720.9940822,0.0,0
0,0,0,0,1,1,0,0,0,0,2,1,1,1,3,4,1,1,0,0,0,6320800.309666242,6320800.309666242,0.0,0.0,530109948.0229797,0.0,530109948.0229797,0.0888386494864956,61400000.0,37832.98035016599,0.0888386494864956,530109948.0229797,6320800.309666242,0
0,0,0,0,1,1,0,0,0,0,2,5,5,0,1,1,1,0,0,4,0,0.0,0.0,0.0,0.0,542195473.6013283,33377116.55719709,508818357.0441312,0.0850687938211214,61400000.0,37424.65159914005,0.0850687938211214,508818357.0441312,33377116.55719709,0
0,0,0,0,1,1,0,1,0,0,1,4,3,2,1,2,2,0,0,5,0,571387.3210404394,0.0,571387.3210404394,0.0001190833615168,270722605.2558226,36676675.840294495,234045929.4155281,0.0951370414640103,182600000.0,9983.24997103375,0.09525612482552709,234617316.73656854,36676675.840294495,0
0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,0,1,0,5,5,0,11068771.68625446,11068771.68625446,0.0,0.0,442105635.4019408,36676675.840294495,405428959.5616463,0.0687506969620751,0.0,30871.816308058907,0.0687506969620751,405428959.5616463,47745447.52654895,0
0,0,0,0,1,1,0,0,0,0,2,5,0,0,0,4,4,0,0,4,0,0.0,0.0,0.0,0.0,534356909.3662087,33377116.55719709,500979792.8090116,0.0838617292019411,61400000.0,37754.63482226475,0.0838617292019411,500979792.8090116,33377116.55719709,0
0,0,0,0,0,1,1,1,0,0,2,1,5,1,0,2,5,0,0,2,0,0.0,0.0,0.0,0.0,302480476.75763005,27578229.96765524,274902246.7899748,0.0440671441328326,273100000.0,21906.359019620715,0.0440671441328326,274902246.7899748,27578229.96765524,1
0,0,0,0,1,1,0,0,0,0,1,4,5,3,1,4,3,0,0,4,0,2713384.6118496256,0.0,2713384.6118496256,0.0007053747366901,551857601.5829582,33377116.55719709,518480485.0257611,0.2092821209321829,61400000.0,22164.7144234324,0.209987495668873,521193869.63761073,33377116.55719709,0
0,0,0,0,0,1,1,0,0,0,2,5,0,0,1,1,5,0,0,3,0,0.0,0.0,0.0,0.0,369802815.7975811,30351526.042379983,339451289.7552011,0.0560787728606409,151900000.0,26711.06531897845,0.0560787728606409,339451289.7552011,30351526.042379983,1
0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,3,2,0,1,4,0,6320800.309666242,6320800.309666242,0.0,0.0,543877406.4788322,33377116.55719709,510500289.9216352,0.2047262755488266,0.0,22500.342781370924,0.2047262755488266,510500289.9216352,39697916.86686333,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422462729.2486858,0.0,422462729.2486858,0.1639785840724506,121200000.0,21352.78901682204,0.1639785840724506,422462729.2486858,0.0,0
